Rank,Zip_Code,Population,lat_long
"1,208",13744,"1,143","42.243494, -75.907999"
"1,209",11932,"1,138","40.939791, -72.308369"
"1,211",12431,"1,129","42.362023, -74.023533"
"1,212",13338,"1,121","43.510379, -74.982347"
"1,212",13334,"1,121","42.838213, -75.654080"
"1,213",12785,"1,119","41.521037, -74.589126"
"1,214",14731,"1,115","42.307754, -78.643656"
"1,215",13810,"1,114","42.606817, -75.108363"
"1,216",13303,"1,113","43.367414, -75.468212"
"1,217",14091,"1,111","42.537727, -78.882534"
"1,218",13028,"1,109","43.297634, -75.895223"
"1,219",12959,"1,108","44.952351, -73.719912"
"1,220",13684,"1,107","44.356596, -75.013141"
"1,221",13081,"1,105","42.673617, -76.627152"
"1,222",12029,"1,104","42.415956, -73.424965"
"1,222",14723,"1,104","42.317704, -79.157231"
"1,223",12960,"1,099","44.015756, -73.572348"
"1,224",12765,"1,095","41.852332, -74.621157"
"1,225",12423,"1,089","42.382493, -74.109110"
"1,226",12474,"1,082","42.323807, -74.583034"
"1,227",11569,"1,080","40.608435, -73.590373"
"1,227",14805,"1,080","42.351406, -76.720073"
"1,228",14740,"1,079","42.222299, -79.148649"
"1,229",12489,"1,078","41.755712, -74.349070"
"1,230",14855,"1,074","42.145700, -77.497396"
"1,231",13061,"1,073","42.858748, -75.745465"
"1,232",12815,"1,072","43.695952, -73.667874"
"1,232",13839,"1,072","42.240354, -75.259059"
"1,233",12468,"1,069","42.299024, -74.400728"
"1,234",13325,"1,067","43.597050, -75.528148"
"1,235",14555,"1,064","43.257062, -76.991465"
"1,236",14480,"1,063","42.839522, -77.708389"
"1,236",13368,"1,063","43.635778, -75.325203"
"1,237",12837,"1,059","43.476445, -73.255601"
"1,238",12087,"1,053","42.432250, -73.892894"
"1,239",14784,"1,040","42.319116, -79.389155"
"1,240",13780,"1,036","42.431337, -75.483014"
"1,241",14728,"1,033","42.263333, -79.423176"
"1,242",12153,"1,027","42.640875, -73.460977"
"1,243",12046,"1,025","42.509480, -73.923510"
"1,244",12989,"1,024","44.520107, -74.069770"
"1,245",10931,"1,017","41.127584, -74.170333"
"1,246",14769,"1,013","42.367931, -79.472317"
"1,247",14822,"1,012","42.424481, -77.851457"
"1,247",14037,"1,012","42.808401, -78.450075"
"1,248",13864,"1,011","42.292696, -76.401099"
"1,249",13485,"1,009","42.757288, -75.333120"
"1,250",12746,"1,004","41.442314, -74.665141"
"1,251",13788,990,"42.338730, -74.666876"
"1,252",12970,984,"44.452573, -74.290050"
"1,253",12824,970,"43.514318, -73.696762"
"1,254",12934,967,"44.857914, -73.855586"
"1,255",11939,954,"41.135116, -72.339675"
"1,256",14143,940,"42.968891, -78.076941"
"1,257",13420,933,"43.649537, -74.987135"
"1,258",12028,929,"42.934442, -73.442269"
"1,259",12751,926,"41.682808, -74.656247"
"1,259",13469,926,"43.214828, -75.302367"
"1,261",12406,922,"42.079963, -74.524062"
"1,261",11948,922,"40.963769, -72.553554"
"1,262",13750,919,"42.459563, -74.831929"
"1,264",12734,903,"41.734585, -74.750460"
"1,265",12914,902,"44.930433, -74.602930"
"1,265",13322,902,"42.977305, -75.198364"
"1,266",14729,897,"42.408377, -78.743584"
"1,266",13355,897,"42.810450, -75.421645"
"1,267",12150,895,"42.880521, -74.052686"
"1,267",13071,895,"42.675103, -76.542586"
"1,268",12457,893,"42.046634, -74.233239"
"1,268",11930,893,"40.988145, -72.104673"
"1,270",13682,885,"43.847665, -75.882700"
"1,270",13681,885,"44.428046, -75.373133"
"1,271",13731,880,"42.128419, -74.787370"
"1,272",12160,872,"42.753580, -74.347628"
"1,273",12585,870,"41.726404, -73.691510"
"1,274",10578,868,"41.320276, -73.678991"
"1,275",13486,864,"43.347530, -75.356372"
"1,276",12873,856,"43.117451, -73.311646"
"1,276",12035,856,"42.733746, -74.371881"
"1,277",12032,853,"43.162692, -74.508020"
"1,278",10597,851,"41.292024, -73.606222"
"1,278",12190,851,"43.475631, -74.285410"
"1,278",12456,851,"42.032997, -73.998278"
"1,279",12777,850,"41.561802, -74.709618"
"1,280",12942,846,"44.232234, -73.826953"
"1,281",13690,835,"44.192709, -74.948741"
"1,282",14836,834,"42.509496, -77.923667"
"1,282",14820,834,"42.195141, -77.370314"
"1,283",14842,832,"42.600505, -76.981134"
"1,284",14803,831,"42.233273, -77.795084"
"1,285",13361,813,"42.904352, -74.867560"
"1,286",14897,811,"42.043602, -77.794465"
"1,286",14815,811,"42.374323, -77.086684"
"1,286",13319,811,"43.025796, -75.278313"
"1,286",12842,811,"43.738345, -74.367058"
"1,287",14859,804,"42.141589, -76.547214"
"1,288",13739,796,"42.394254, -74.805810"
"1,289",12768,794,"41.876259, -74.715135"
"1,290",12151,792,"42.922697, -73.787225"
"1,291",12442,785,"42.237891, -74.270911"
"1,291",12473,785,"42.277061, -74.078875"
"1,292",11959,784,"40.827003, -72.602522"
"1,293",14839,782,"42.147524, -77.627811"
"1,293",11957,782,"41.153376, -72.263818"
"1,294",11547,776,"40.830929, -73.643958"
"1,295",10527,774,"41.321183, -73.769878"
"1,296",12409,771,"42.084844, -74.156900"
"1,296",13752,771,"42.190557, -74.897015"
"1,297",13863,766,"42.435399, -75.906242"
"1,298",13672,763,"44.403781, -74.645192"
"1,299",13844,758,"42.605698, -75.689550"
"1,300",12930,756,"44.724058, -74.532775"
"1,301",12434,754,"42.354338, -74.482882"
"1,302",14825,749,"42.055631, -76.605721"
"1,303",12810,747,"43.491968, -73.985941"
"1,304",14819,745,"42.224194, -77.441939"
"1,305",14846,743,"42.534005, -78.012151"
"1,306",13072,738,"42.761342, -75.751696"
"1,307",12950,735,"44.318369, -73.581246"
"1,308",12480,733,"42.159477, -74.363284"
"1,309",12130,729,"42.442570, -73.658564"
"1,309",12863,729,"43.063469, -73.935709"
"1,310",14885,726,"42.046290, -77.567857"
"1,311",11765,723,"40.881909, -73.553311"
"1,312",14069,721,"42.600308, -78.638387"
"1,313",13406,710,"43.141034, -74.935218"
"1,314",12762,709,"41.664364, -74.792204"
"1,315",12092,706,"42.703054, -74.389967"
"1,316",13665,703,"44.048460, -75.434366"
"1,317",12136,699,"42.439484, -73.555326"
"1,318",12836,698,"43.747839, -73.545582"
"1,318",11958,698,"41.039067, -72.464419"
"1,319",11960,696,"40.806462, -72.702460"
"1,320",14777,695,"42.400206, -78.280334"
"1,321",11965,690,"41.076855, -72.341896"
"1,322",12732,689,"41.568057, -74.886620"
"1,323",13489,679,"43.466569, -75.522386"
"1,325",13782,665,"42.169631, -74.991294"
"1,326",13832,663,"42.668918, -75.686965"
"1,327",12464,653,"42.033404, -74.369416"
"1,328",12405,652,"42.322121, -74.071832"
"1,329",13470,649,"43.209651, -74.610052"
"1,330",12763,648,"41.690603, -74.525308"
"1,331",14872,645,"42.228710, -76.872294"
"1,332",13473,642,"43.646998, -75.441240"
"1,333",12041,638,"42.539990, -73.973842"
"1,334",13841,634,"42.419610, -75.845795"
"1,335",12857,629,"43.832667, -73.971509"
"1,336",12494,628,"41.967413, -74.294206"
"1,336",12778,628,"41.642678, -74.817550"
"1,337",13310,624,"42.889620, -75.571545"
"1,338",12120,623,"42.465966, -74.136281"
"1,339",12878,621,"43.415025, -74.027450"
"1,340",14748,619,"42.173821, -78.606386"
"1,341",14808,612,"42.563230, -77.467272"
"1,341",12861,612,"43.746887, -73.417527"
"1,342",12008,609,"42.848917, -73.912735"
"1,342",13813,609,"42.156382, -75.529955"
"1,343",12469,605,"42.448595, -74.246097"
"1,344",14816,604,"42.188762, -76.737056"
"1,344",14082,604,"42.655393, -78.377089"
"1,346",12187,598,"42.618840, -74.463554"
"1,347",12860,597,"43.705345, -73.757999"
"1,348",12965,596,"44.694202, -74.687711"
"1,349",13337,595,"42.757804, -74.999545"
"1,350",14754,594,"42.021908, -78.201569"
"1,351",12022,591,"42.670232, -73.327389"
"1,352",12923,589,"44.944581, -73.945816"
"1,353",14026,588,"42.942011, -78.689442"
"1,354",13155,586,"42.674546, -75.776726"
"1,355",14714,582,"42.289988, -78.241131"
"1,356",12945,581,"44.342824, -74.251344"
"1,357",13141,577,"42.752495, -76.185697"
"1,358",12418,573,"42.355986, -74.156318"
"1,359",13454,571,"43.219835, -74.757700"
"1,360",12175,570,"42.563979, -74.556746"
"1,361",12412,562,"42.002120, -74.229211"
"1,361",13802,562,"42.242134, -76.041266"
"1,362",14536,561,"42.541588, -78.082446"
"1,366",12433,549,"42.000525, -74.156458"
"1,367",13740,547,"42.273814, -74.756993"
"1,368",13842,543,"42.381200, -74.724657"
"1,369",12419,540,"41.852184, -74.107250"
"1,372",12838,530,"43.328764, -73.401454"
"1,373",14841,529,"42.517515, -76.852181"
"1,373",12147,529,"42.518611, -74.158840"
"1,374",14113,523,"42.656893, -78.345285"
"1,375",11042,522,"40.758295, -73.697102"
"1,376",12503,520,"42.030487, -73.574202"
"1,377",14462,519,"42.686022, -77.757656"
"1,378",12176,517,"42.382017, -73.980862"
"1,379",13776,514,"42.471141, -75.341246"
"1,380",11947,511,"40.947855, -72.575934"
"1,381",14717,505,"42.361647, -78.179701"
"1,382",13687,503,"44.467586, -74.798924"
"1,383",12952,493,"44.721405, -73.908926"
"1,384",12444,486,"42.266119, -74.278650"
"1,385",12791,485,"41.809139, -74.913540"
"1,386",14878,484,"42.447954, -76.941942"
"1,386",13313,484,"42.878248, -75.267671"
"1,387",12470,480,"42.293989, -74.037917"
"1,388",13659,479,"43.738005, -75.863380"
"1,389",12045,475,"42.478837, -73.797553"
"1,391",12823,472,"43.179961, -73.409117"
"1,392",13468,471,"42.848254, -74.851925"
"1,392",14824,471,"42.265778, -76.693080"
"1,392",12410,471,"42.088220, -74.449697"
"1,393",13621,469,"44.834567, -75.059261"
"1,394",14877,465,"42.059452, -77.684497"
"1,395",12448,464,"42.089536, -74.200347"
"1,396",12517,455,"42.144292, -73.503163"
"1,397",12766,452,"41.815208, -74.978854"
"1,398",13670,434,"44.128070, -75.067813"
"1,401",12852,428,"44.007172, -74.099920"
"1,402",10535,427,"41.335169, -73.793919"
"1,403",13437,423,"43.580307, -75.803859"
"1,405",12843,420,"43.565104, -73.972748"
"1,407",12760,416,"41.903930, -75.107835"
"1,408",13756,414,"42.020509, -75.104278"
"1,409",12743,413,"41.577183, -74.836643"
"1,409",12847,413,"44.000125, -74.563880"
"1,410",12969,410,"44.760907, -74.131480"
"1,411",12936,409,"44.264295, -73.400978"
"1,412",13136,407,"42.594572, -75.848430"
"1,414",13693,402,"43.985747, -76.246105"
"1,415",12063,400,"42.553220, -73.632347"
"1,416",12071,398,"42.575009, -74.413271"
"1,417",12108,395,"43.519619, -74.409206"
"1,418",12427,392,"42.134193, -74.136697"
"1,419",13312,391,"43.696622, -75.194994"
"1,420",12411,389,"41.878105, -74.038886"
"1,422",13786,384,"42.454631, -74.690493"
"1,424",12955,381,"44.798708, -73.951395"
"1,425",12064,380,"42.617772, -74.649399"
"1,426",12787,377,"41.795396, -74.845023"
"1,427",12017,376,"42.307012, -73.445561"
"1,428",12460,373,"42.409805, -74.162475"
"1,428",12943,373,"44.122759, -73.883514"
"1,428",13314,373,"42.825882, -75.324121"
"1,430",12482,369,"42.271396, -73.960047"
"1,431",12851,368,"43.846674, -74.059957"
"1,432",12454,363,"42.293523, -74.153428"
"1,433",13640,362,"44.326315, -75.991361"
"1,433",13638,362,"44.019032, -75.759378"
"1,434",14783,361,"42.092205, -78.888593"
"1,435",12513,354,"42.219307, -73.720481"
"1,436",13804,353,"42.220452, -75.359973"
"1,437",13777,352,"42.251796, -75.994246"
"1,438",13846,351,"42.363723, -75.054746"
"1,439",12164,347,"43.587980, -74.358726"
"1,440",12849,346,"43.441613, -73.300072"
"1,441",13861,343,"42.508540, -75.151092"
"1,442",13614,333,"44.532249, -75.693434"
"1,443",13633,332,"44.497430, -75.455993"
"1,443",14441,332,"42.685829, -76.957555"
"1,444",12749,331,"41.689959, -74.826713"
"1,445",12738,328,"41.654765, -74.560004"
"1,445",12808,328,"43.760148, -73.715618"
"1,446",14881,324,"42.405998, -76.351681"
"1,446",13418,324,"42.847748, -75.389226"
"1,446",13483,324,"43.406502, -75.835393"
"1,447",12819,323,"43.591932, -73.520776"
"1,448",12420,318,"41.671045, -74.383413"
"1,451",11962,309,"40.938156, -72.269650"
"1,452",12435,308,"41.730835, -74.513284"
"1,453",12422,307,"42.391829, -74.213288"
"1,459",12429,294,"41.815633, -73.974822"
"1,460",12770,293,"41.449597, -74.851422"
"1,461",13664,292,"44.584961, -75.648193"
"1,463",12439,290,"42.295070, -74.213326"
"1,464",14060,289,"42.450155, -78.296467"
"1,467",13639,286,"44.278730, -75.119383"
"1,469",12416,281,"42.102658, -74.282783"
"1,470",14475,280,"42.937819, -77.498297"
"1,471",12424,276,"42.244523, -74.150286"
"1,472",12421,274,"42.303606, -74.526124"
"1,473",12786,271,"41.638630, -74.857203"
"1,474",14736,270,"42.140503, -79.746885"
"1,475",12844,269,"43.489063, -73.621362"
"1,477",11970,264,"40.940660, -72.573108"
"1,479",12927,262,"44.256298, -74.868945"
"1,480",12886,258,"43.648782, -73.909241"
"1,481",10975,257,"41.267079, -74.172263"
"1,482",12724,256,"41.858901, -74.943035"
"1,483",13834,253,"42.543366, -74.958799"
"1,484",12471,252,"41.848432, -74.036220"
"1,485",12752,251,"41.676704, -74.991679"
"1,487",12855,242,"44.027010, -73.758053"
"1,489",14884,240,"42.479522, -77.893852"
"1,490",12507,236,"42.008365, -73.918926"
"1,491",12493,233,"41.785589, -73.974095"
"1,493",13675,227,"44.281718, -75.846286"
"1,494",12036,224,"42.541514, -74.673053"
"1,495",14708,223,"42.019219, -78.063617"
"1,495",11975,223,"40.941107, -72.244466"
"1,496",12169,222,"42.592887, -73.448036"
"1,497",10519,220,"41.342055, -73.661095"
"1,498",14874,216,"42.531888, -77.178619"
"1,500",12961,212,"44.061814, -73.581572"
"1,500",11956,212,"40.976187, -72.466401"
"1,502",12492,210,"42.216366, -74.355275"
"1,505",14415,205,"42.753296, -77.023266"
"1,505",12792,205,"41.525311, -74.938845"
"1,506",13342,202,"42.648851, -75.178643"
"1,508",12987,198,"44.327908, -73.846253"
"1,508",11430,198,"40.650916, -73.788526"
"1,509",12459,196,"42.234184, -74.693522"
"1,509",12042,196,"42.425570, -73.920464"
"1,510",13774,192,"41.953908, -75.193403"
"1,511",12165,191,"42.308282, -73.499864"
"1,512",10985,189,"41.583519, -74.373188"
"1,512",13859,189,"42.372486, -75.245254"
"1,513",12964,186,"44.148266, -73.663999"
"1,516",6390,183,"41.277367, -71.952693"
"1,517",12495,182,"42.086489, -74.248476"
"1,517",12031,182,"42.767245, -74.446885"
"1,518",14545,180,"42.662130, -77.699536"
"1,519",12741,175,"41.830767, -75.088311"
"1,521",10503,173,"41.025560, -73.874987"
"1,525",13360,163,"43.737593, -74.741983"
"1,529",12139,156,"43.500184, -74.579588"
"1,531",12450,154,"42.170691, -74.229327"
"1,532",12874,153,"43.690560, -73.549746"
"1,540",12856,137,"43.710422, -74.166016"
"1,540",12407,137,"42.323508, -74.333035"
"1,543",12725,130,"41.983131, -74.569700"
"1,545",12115,127,"42.477297, -73.576704"
"1,547",13436,123,"43.723006, -74.642094"
"1,548",12194,121,"42.539253, -74.457529"
"1,549",13331,120,"43.866325, -74.880855"
"1,551",14134,115,"42.534609, -78.521861"
"1,553",12720,113,"41.663925, -74.918974"
"1,553",12858,113,"43.908933, -73.675780"
"1,557",13301,108,"43.422141, -75.223686"
"1,558",13341,107,"43.036698, -75.397188"
"1,558",12841,107,"43.639940, -73.507678"
"1,560",14721,105,"42.000558, -78.251649"
"1,561",12812,104,"43.875794, -74.389767"
"1,564",14585,95,"42.889753, -77.546889"
"1,565",13124,94,"42.661074, -75.823604"
"1,566",14039,92,"42.831525, -78.177221"
"1,567",12742,90,"41.724328, -74.723518"
"1,570",12131,85,"42.491723, -74.471816"
"1,582",12736,58,"41.835405, -75.031535"
"1,583",11770,57,"40.644757, -73.160803"
"1,586",12784,46,"41.667446, -74.611602"
"1,589",13450,42,"42.699265, -74.813133"
"1,590",13062,40,"42.486498, -76.380690"
"1,591",12922,39,"44.258049, -74.781866"
"1,594",13333,34,"42.836735, -74.805803"
"1,598",12911,25,"44.535049, -73.468852"
"1,601",13475,16,"42.866228, -74.853412"
"1,604",13353,10,"43.447326, -74.694618"
